X (Cause),Y (Effect),Lag 7,Lag 14,Lag 21,Lag 28,Lag 35,Lag 42,Lag 49,Lag 56
"KEI_05082020093546645 - Exports in goods, s.a. - ISL - M - Level, ratio or index - US Dollar",Trend,0.0514,0.0245,0.1254,0.0027,0.0004,0.0043,0.002,0.0007
"KEI_05082020093546645 - Exports in goods, s.a. - ZAF - M - Growth previous period - Percentage",Trend,0.8196,0.478,0.6376,0.0711,0.1155,0.0734,0.2026,0.4517
"KEI_05082020093546645 - GDP (ratio to trend, smoothed) - CHE - M - Level, ratio or index - Index",Trend,0.246,0.0194,0.0009,0.0056,0.0235,0.013,0.0089,0.0038
"KEI_05082020093546645 - Harmonised unemployment rate: all persons, s.a. - ESP - M - Level, ratio or index - Percentage",Trend,0.5641,0.2089,0.0174,0.002,0.0002,0.0018,0.0018,0.0037
"KEI_05082020093546645 - Hourly earnings: manufacturing, s.a. - CAN - M - Growth previous period - Percentage",Trend,0.0453,0.0176,0.0608,0.001,0.0011,0.0163,0.081,0.1184
"KEI_05082020093546645 - Hourly earnings: manufacturing, s.a. - CAN - M - Level, ratio or index - Index",Trend,0.0207,0.0518,0.1156,0.0026,0.0012,0.0142,0.0491,0.2074
"KEI_05082020093546645 - Hourly earnings: manufacturing, s.a. - G-7 - M - Growth on the same period of the previous year - Percentage",Trend,0.0927,0.0264,0.0066,0.0,0.0,0.0004,0.0005,0.0004
"KEI_05082020093546645 - Hourly earnings: manufacturing, s.a. - OECD - M - Growth on the same period of the previous year - Percentage",Trend,0.2187,0.113,0.0572,0.0005,0.0029,0.0289,0.051,0.0152
"KEI_05082020093546645 - Imports in goods, s.a. - AUT - M - Level, ratio or index - US Dollar",Trend,0.6291,0.0704,0.2003,0.0029,0.0394,0.1216,0.1607,0.4433
"KEI_05082020093546645 - Imports in goods, s.a. - IDN - M - Level, ratio or index - US Dollar",Trend,0.1079,0.0792,0.1025,0.0254,0.1455,0.0266,0.089,0.1884
"KEI_05082020093546645 - Imports in goods, s.a. - ISR - M - Growth on the same period of the previous year - Percentage",Trend,0.0815,0.0121,0.1304,0.1015,0.0556,0.2712,0.4935,0.4623
"KEI_05082020093546645 - Industrial production, s.a. - AUT - M - Growth on the same period of the previous year - Percentage",Trend,0.6998,0.2314,0.1175,0.0008,0.0012,0.0033,0.0106,0.0037
"KEI_05082020093546645 - Industrial production, s.a. - CZE - M - Growth previous period - Percentage",Trend,0.5542,0.1633,0.3097,0.0013,0.0003,0.0029,0.005,0.005
"KEI_05082020093546645 - Industrial production, s.a. - CZE - M - Level, ratio or index - Index",Trend,0.298,0.3133,0.1689,0.002,0.0003,0.0055,0.0074,0.0018
"KEI_05082020093546645 - Industrial production, s.a. - FIN - M - Growth on the same period of the previous year - Percentage",Trend,0.3334,0.0036,0.0008,0.0,0.0004,0.0055,0.0013,0.0013
"KEI_05082020093546645 - Industrial production, s.a. - GRC - M - Growth on the same period of the previous year - Percentage",Trend,0.8086,0.0019,0.0187,0.0293,0.0201,0.2624,0.0502,0.0223
"KEI_05082020093546645 - Long-term interest rate - ISR - M - Level, ratio or index - Percentage",Trend,0.0138,0.0187,0.2537,0.0316,0.0456,0.0994,0.0015,0.0027
"KEI_05082020093546645 - Narrow money, s.a. - ISR - M - Growth previous period - Percentage",Trend,0.5898,0.0558,0.1907,0.0486,0.1361,0.0438,0.0314,0.0138
"KEI_05082020093546645 - Narrow money, s.a. - JPN - M - Level, ratio or index - Index",Trend,0.0237,0.1079,0.1509,0.2227,0.2302,0.1243,0.2476,0.4211
"KEI_05082020093546645 - Passenger car registrations, s.a. - CHE - M - Level, ratio or index - Index",Trend,0.0063,0.0016,0.249,0.0116,0.0031,0.0303,0.0116,0.0201
"KEI_05082020093546645 - Passenger car registrations, s.a. - CHL - M - Growth previous period - Percentage",Trend,0.0373,0.1676,0.3934,0.0161,0.0058,0.0508,0.0552,0.0075
"KEI_05082020093546645 - Passenger car registrations, s.a. - USA - M - Growth previous period - Percentage",Trend,0.2774,0.0031,0.2117,0.0322,0.0227,0.1139,0.0391,0.0915
"KEI_05082020093546645 - Passenger car registrations, s.a. - USA - M - Level, ratio or index - Index",Trend,0.0998,0.0007,0.0678,0.0045,0.0028,0.0467,0.0288,0.1908
"KEI_05082020093546645 - Permits issued for dwellings, s.a. - DNK - M - Growth previous period - Percentage",Trend,0.2296,0.0442,0.0541,0.0038,0.0005,0.026,0.0298,0.0081
"KEI_05082020093546645 - Permits issued for dwellings, s.a. - KOR - M - Growth on the same period of the previous year - Percentage",Trend,0.0577,0.0067,0.1312,0.0361,0.0112,0.0729,0.0812,0.0125
"KEI_05082020093546645 - Permits issued for dwellings, s.a. - KOR - M - Growth previous period - Percentage",Trend,0.1491,0.173,0.3375,0.0623,0.0272,0.1256,0.1317,0.005
"KEI_05082020093546645 - Permits issued for dwellings, s.a. - KOR - M - Level, ratio or index - Index",Trend,0.0309,0.0022,0.0551,0.0062,0.0038,0.0502,0.112,0.0133
KEI_05082020093546645 - Producer prices - Manufacturing  - FIN - M - Growth previous period - Percentage,Trend,0.4774,0.0083,0.0003,0.0,0.0,0.0004,0.0001,0.0006
"KEI_05082020093546645 - Producer prices - Manufacturing  - FIN - M - Level, ratio or index - Index",Trend,0.8362,0.0626,0.0013,0.0,0.0,0.0018,0.0002,0.0013
KEI_05082020093546645 - Producer prices - Manufacturing  - GBR - M - Growth previous period - Percentage,Trend,0.8887,0.0165,0.2893,0.1288,0.1465,0.1876,0.4039,0.2906
"KEI_05082020093546645 - Producer prices - Manufacturing  - GBR - M - Level, ratio or index - Index",Trend,0.6798,0.0058,0.1552,0.1076,0.2527,0.3354,0.322,0.2462
KEI_05082020093546645 - Producer prices - Manufacturing  - LVA - M - Growth previous period - Percentage,Trend,0.0022,0.0705,0.0421,0.0518,0.0112,0.0589,0.0445,0.005
"KEI_05082020093546645 - Producer prices - Manufacturing  - LVA - M - Level, ratio or index - Index",Trend,0.0045,0.0151,0.0138,0.0302,0.0049,0.0841,0.2068,0.0412
KEI_05082020093546645 - Producer prices - Manufacturing  - TUR - M - Growth previous period - Percentage,Trend,0.0076,0.0007,0.0055,0.0525,0.0691,0.2526,0.2691,0.2665
"KEI_05082020093546645 - Retail trade (Volume), s.a. - KOR - M - Growth on the same period of the previous year - Percentage",Trend,0.2286,0.0428,0.0137,0.0002,0.0001,0.0005,0.0047,0.0231
"KEI_05082020093546645 - Retail trade (Volume), s.a. - ZAF - M - Growth on the same period of the previous year - Percentage",Trend,0.2309,0.3613,0.0388,0.0015,0.0014,0.0109,0.0004,0.0047
"KEI_05082020093546645 - Retail trade (Volume), s.a. - ZAF - M - Growth previous period - Percentage",Trend,0.4426,0.2522,0.5468,0.0009,0.0007,0.0053,0.0023,0.0007
"KEI_05082020093546645 - Retail trade (Volume), s.a. - ZAF - M - Level, ratio or index - Index",Trend,0.4909,0.2314,0.2564,0.0068,0.002,0.0398,0.0006,0.0002
"KEI_05082020093546645 - Total manufacturing, s.a. - AUT - M - Growth on the same period of the previous year - Percentage",Trend,0.5193,0.1442,0.0405,0.0005,0.0007,0.0074,0.0306,0.0471
"KEI_05082020093546645 - Total manufacturing, s.a. - COL - M - Growth previous period - Percentage",Trend,0.0846,0.0137,0.0236,0.0002,0.0,0.0,0.0001,0.0008
"KEI_05082020093546645 - Total manufacturing, s.a. - COL - M - Level, ratio or index - Index",Trend,0.2608,0.2064,0.115,0.0007,0.0002,0.0003,0.0006,0.0032
"KEI_05082020093546645 - Total manufacturing, s.a. - CZE - M - Growth previous period - Percentage",Trend,0.134,0.2316,0.1916,0.0007,0.0001,0.0007,0.0022,0.0023
"KEI_05082020093546645 - Total manufacturing, s.a. - FIN - M - Growth on the same period of the previous year - Percentage",Trend,0.3105,0.002,0.0002,0.0,0.0001,0.0005,0.0002,0.0002
"KEI_05082020093546645 - Total manufacturing, s.a. - SWE - M - Growth on the same period of the previous year - Percentage",Trend,0.8896,0.049,0.175,0.0122,0.0049,0.0021,0.0116,0.0224
MEI_CLI_05082020095624442 - Normalised (GDP) - CHE - M - Index,Trend,0.2458,0.0195,0.0009,0.0057,0.0236,0.013,0.0089,0.0037
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - CHE - M - Index,Trend,0.2458,0.0195,0.0009,0.0056,0.0234,0.013,0.009,0.0037
"MEI_FIN_05082020095107560 - Long-term interest rates, Per cent per annum - ISR - M - Percentage",Trend,0.0138,0.0187,0.2537,0.0316,0.0456,0.0994,0.0015,0.0027
"MEI_FIN_05082020095107560 - Narrow Money (M1) Index, SA - JPN - M - Index",Trend,0.0237,0.1079,0.1508,0.2225,0.23,0.1242,0.2475,0.421
MEI_FIN_05082020095107560 - Relative consumer price indices - TUR - M - Index,Trend,0.0394,0.0012,0.0024,0.046,0.0318,0.1102,0.1375,0.235
"MEI_FIN_05082020095107560 - Share Prices, Index - AUS - M - Index",Trend,0.2606,0.0023,0.182,0.003,0.0098,0.0624,0.0046,0.0489
"MEI_FIN_05082020095107560 - Share Prices, Index - KOR - M - Index",Trend,0.0911,0.0019,0.053,0.0111,0.0026,0.0033,0.0124,0.0027
"MEI_FIN_05082020095107560 - Short-term interest rates, Per cent per annum - CHL - M - Percentage",Trend,0.0428,0.4041,0.1105,0.001,0.0012,0.0053,0.011,0.0232
"MEI_REAL_05082020095349861 - Passenger car registrations sa, Index - CHE - M - Index",Trend,0.0063,0.0016,0.249,0.0116,0.0031,0.0303,0.0116,0.0201
"MEI_REAL_05082020095349861 - Passenger car registrations sa, Index - USA - M - Index",Trend,0.0998,0.0007,0.0678,0.0045,0.0028,0.0467,0.0288,0.1908
"MEI_REAL_05082020095349861 - Permits issued for dwellings sa, Index - KOR - M - Index",Trend,0.0309,0.0022,0.0551,0.0062,0.0038,0.0502,0.112,0.0133
"MEI_REAL_05082020095349861 - Production in total manufacturing sa, Index - COL - M - Index",Trend,0.2608,0.2063,0.115,0.0007,0.0002,0.0003,0.0006,0.0032
"MEI_REAL_05082020095349861 - Production of total industry sa, Index - CZE - M - Index",Trend,0.298,0.3133,0.1689,0.002,0.0003,0.0055,0.0074,0.0018
"MEI_REAL_05082020095349861 - Production of total manufactured intermediate goods sa, Index - LTU - M - Index",Trend,0.0411,0.1005,0.0181,0.0049,0.0007,0.0039,0.022,0.0296
"MEI_REAL_05082020095349861 - Production of total manufactured investment goods sa, Index - COL - M - Index",Trend,0.0025,0.0013,0.0062,0.0027,0.0005,0.0003,0.0028,0.0036
"MEI_REAL_05082020095349861 - Production of total manufactured investment goods sa, Index - DNK - M - Index",Trend,0.0805,0.3812,0.0452,0.0008,0.0001,0.0039,0.0021,0.0058
"MEI_REAL_05082020095349861 - Total retail trade (Volume) sa, Index - ZAF - M - Index",Trend,0.4909,0.2314,0.2564,0.0068,0.002,0.0398,0.0006,0.0002
"MEI_REAL_05082020095349861 - Work started for dwellings sa, Index - CAN - M - Index",Trend,0.0096,0.1336,0.0186,0.0001,0.0002,0.007,0.023,0.1256
PRICES_CPI_05082020093140547 - CPI: 01-12 - All items - ITA - M - Index - Index,Trend,0.0022,0.0015,0.0271,0.0127,0.0105,0.0084,0.0046,0.0092
PRICES_CPI_05082020093140547 - CPI: 01-12 - All items - ITA - M - National Index - Index,Trend,0.0022,0.0015,0.0271,0.0127,0.0105,0.0084,0.0046,0.0092
PRICES_CPI_05082020093140547 - CPI: 01-12 - All items - ITA - M - Percentage change from previous period - Percentage,Trend,0.0,0.0002,0.0479,0.0098,0.0025,0.0119,0.0108,0.0287
PRICES_CPI_05082020093140547 - CPI: 01-12 - All items - LVA - M - Contribution to annual inflation - Percentage points,Trend,0.0752,0.0461,0.0447,0.0499,0.0624,0.0076,0.0077,0.0592
PRICES_CPI_05082020093140547 - CPI: 01-12 - All items - LVA - M - Percentage change on the same period of the previous year - Percentage,Trend,0.0753,0.0461,0.0447,0.0499,0.0624,0.0076,0.0077,0.0592
"PRICES_CPI_05082020093140547 - CPI: 02 - Alcoholic beverages, tobacco and narcotics - SWE - M - Percentage change from previous period - Percentage",Trend,0.0003,0.0368,0.1262,0.0864,0.0674,0.0849,0.2437,0.119
PRICES_CPI_05082020093140547 - CPI: 03 - Clothing and footwear - CRI - M - Index - Index,Trend,0.0107,0.1203,0.0332,0.0024,0.0005,0.0012,0.0009,0.0216
PRICES_CPI_05082020093140547 - CPI: 03 - Clothing and footwear - CRI - M - National Index - Index,Trend,0.0107,0.1203,0.0332,0.0024,0.0005,0.0012,0.0009,0.0216
PRICES_CPI_05082020093140547 - CPI: 03 - Clothing and footwear - CRI - M - Percentage change from previous period - Percentage,Trend,0.0197,0.1255,0.13,0.0331,0.0021,0.0104,0.0106,0.0885
PRICES_CPI_05082020093140547 - CPI: 03 - Clothing and footwear - DEU - M - Percentage change on the same period of the previous year - Percentage,Trend,0.2344,0.0016,0.0473,0.0278,0.0834,0.0205,0.0008,0.0001
PRICES_CPI_05082020093140547 - CPI: 03 - Clothing and footwear - NOR - M - Contribution to annual inflation - Percentage points,Trend,0.0056,0.076,0.1282,0.0414,0.0058,0.0577,0.1794,0.1124
PRICES_CPI_05082020093140547 - CPI: 03 - Clothing and footwear - NOR - M - Percentage change on the same period of the previous year - Percentage,Trend,0.0033,0.0665,0.1088,0.0452,0.006,0.0556,0.1728,0.092
"PRICES_CPI_05082020093140547 - CPI: 04 - Housing, water, electricity, gas and other fuels - AUT - M - Percentage change from previous period - Percentage",Trend,0.1153,0.1567,0.0854,0.0182,0.0021,0.0085,0.0293,0.0178
"PRICES_CPI_05082020093140547 - CPI: 04 - Housing, water, electricity, gas and other fuels - HUN - M - Contribution to annual inflation - Percentage points",Trend,0.0054,0.0025,0.0449,0.0446,0.0526,0.0276,0.0238,0.0388
"PRICES_CPI_05082020093140547 - CPI: 04 - Housing, water, electricity, gas and other fuels - HUN - M - Percentage change on the same period of the previous year - Percentage",Trend,0.005,0.002,0.0414,0.0483,0.0531,0.0294,0.0261,0.0395
"PRICES_CPI_05082020093140547 - CPI: 04 - Housing, water, electricity, gas and other fuels - SVK - M - Percentage change from previous period - Percentage",Trend,0.0131,0.012,0.2113,0.6321,0.1645,0.2123,0.1506,0.0569
PRICES_CPI_05082020093140547 - CPI: 04.1 - CPI Actual rentals for housing - GBR - M - Index - Index,Trend,0.0002,0.0005,0.0,0.0,0.0,0.0,0.0,0.0
PRICES_CPI_05082020093140547 - CPI: 04.1 - CPI Actual rentals for housing - GBR - M - Percentage change from previous period - Percentage,Trend,0.0029,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0002
PRICES_CPI_05082020093140547 - CPI: 04.1 - CPI Actual rentals for housing - POL - M - Percentage change from previous period - Percentage,Trend,0.0403,0.0054,0.3491,0.0072,0.0004,0.0179,0.0014,0.0045
PRICES_CPI_05082020093140547 - CPI: 04.3 - CPI Maintenance & repairs of the dwellings - AUT - M - Index - Index,Trend,0.0286,0.4458,0.3887,0.4281,0.2042,0.3168,0.2271,0.2922
PRICES_CPI_05082020093140547 - CPI: 04.3 - CPI Maintenance & repairs of the dwellings - ITA - M - Percentage change from previous period - Percentage,Trend,0.0074,0.0655,0.0404,0.0045,0.0119,0.0544,0.0205,0.029
PRICES_CPI_05082020093140547 - CPI: 04.3 - CPI Maintenance & repairs of the dwellings - RUS - M - Percentage change from previous period - Percentage,Trend,0.0099,0.0644,0.0351,0.0101,0.0064,0.0071,0.0087,0.015
PRICES_CPI_05082020093140547 - CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling - CRI - M - Percentage change on the same period of the previous year - Percentage,Trend,0.7514,0.3745,0.1756,0.0001,0.0006,0.0047,0.0178,0.016
PRICES_CPI_05082020093140547 - CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling - GRC - M - Percentage change from previous period - Percentage,Trend,0.1388,0.6371,0.7492,0.0076,0.0005,0.0007,0.0009,0.0017
PRICES_CPI_05082020093140547 - CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling - LUX - M - Index - Index,Trend,0.749,0.0473,0.6718,0.0402,0.007,0.0297,0.0328,0.0257
PRICES_CPI_05082020093140547 - CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling - LUX - M - Percentage change on the same period of the previous year - Percentage,Trend,0.1949,0.0065,0.3041,0.132,0.0046,0.0016,0.0001,0.0008
PRICES_CPI_05082020093140547 - CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling - LVA - M - Index - Index,Trend,0.0384,0.0982,0.313,0.015,0.0404,0.0179,0.0258,0.0442
"PRICES_CPI_05082020093140547 - CPI: 04.5 - CPI Electricity, gas and other fuels - HUN - M - Percentage change on the same period of the previous year - Percentage",Trend,0.0123,0.0147,0.1183,0.0804,0.1332,0.0343,0.021,0.0272
"PRICES_CPI_05082020093140547 - CPI: 04.5 - CPI Electricity, gas and other fuels - SVK - M - Percentage change from previous period - Percentage",Trend,0.0123,0.0386,0.4206,0.7188,0.2566,0.2531,0.1659,0.0998
PRICES_CPI_05082020093140547 - CPI: 06 - Health - GRC - M - Contribution to annual inflation - Percentage points,Trend,0.0584,0.5574,0.2906,0.1452,0.2092,0.0895,0.0525,0.118
PRICES_CPI_05082020093140547 - CPI: 06 - Health - GRC - M - Index - Index,Trend,0.5175,0.3745,0.4672,0.0663,0.0147,0.0428,0.0404,0.0749
PRICES_CPI_05082020093140547 - CPI: 06 - Health - GRC - M - National Index - Index,Trend,0.5175,0.3745,0.4672,0.0663,0.0147,0.0428,0.0404,0.0749
PRICES_CPI_05082020093140547 - CPI: 06 - Health - GRC - M - Percentage change from previous period - Percentage,Trend,0.0784,0.0923,0.2711,0.0528,0.0245,0.0506,0.1158,0.0773
PRICES_CPI_05082020093140547 - CPI: 06 - Health - GRC - M - Percentage change on the same period of the previous year - Percentage,Trend,0.0447,0.4973,0.2939,0.1426,0.2101,0.0873,0.0509,0.1066
PRICES_CPI_05082020093140547 - CPI: 06 - Health - LVA - M - Percentage change on the same period of the previous year - Percentage,Trend,0.1248,0.0137,0.0319,0.0552,0.027,0.1462,0.1212,0.0568
PRICES_CPI_05082020093140547 - CPI: 07 - Transport - CHE - M - Contribution to annual inflation - Percentage points,Trend,0.1506,0.021,0.0056,0.0,0.0,0.0,0.0,0.0001
PRICES_CPI_05082020093140547 - CPI: 07 - Transport - CHE - M - Percentage change on the same period of the previous year - Percentage,Trend,0.1769,0.0233,0.0071,0.0,0.0,0.0,0.0,0.0002
PRICES_CPI_05082020093140547 - CPI: 07 - Transport - ITA - M - Index - Index,Trend,0.0008,0.1122,0.2503,0.0466,0.0073,0.0399,0.0151,0.0121
PRICES_CPI_05082020093140547 - CPI: 07 - Transport - ITA - M - National Index - Index,Trend,0.0008,0.1122,0.2503,0.0466,0.0073,0.0399,0.0151,0.0121
PRICES_CPI_05082020093140547 - CPI: 07 - Transport - ITA - M - Percentage change from previous period - Percentage,Trend,0.0,0.0319,0.3055,0.0366,0.0042,0.1017,0.0581,0.087
PRICES_CPI_05082020093140547 - CPI: 07 - Transport - SVN - M - Contribution to annual inflation - Percentage points,Trend,0.1615,0.1422,0.073,0.0076,0.0076,0.0261,0.063,0.077
PRICES_CPI_05082020093140547 - CPI: 07 - Transport - SVN - M - Percentage change on the same period of the previous year - Percentage,Trend,0.1635,0.1422,0.0731,0.0077,0.0072,0.0255,0.0602,0.0728
PRICES_CPI_05082020093140547 - CPI: 07 - Transport - TUR - M - Percentage change from previous period - Percentage,Trend,0.0065,0.0039,0.0312,0.0848,0.0515,0.1441,0.0891,0.0234
PRICES_CPI_05082020093140547 - CPI: 07.2.2 - CPI Fuels and lubricants for personal transport equipment - ISR - M - Index - Index,Trend,0.434,0.0642,0.0011,0.002,0.005,0.0025,0.0013,0.0137
PRICES_CPI_05082020093140547 - CPI: 07.2.2 - CPI Fuels and lubricants for personal transport equipment - ISR - M - National Index - Index,Trend,0.434,0.0642,0.0011,0.002,0.005,0.0025,0.0013,0.0137
PRICES_CPI_05082020093140547 - CPI: 07.2.2 - CPI Fuels and lubricants for personal transport equipment - ISR - M - Percentage change from previous period - Percentage,Trend,0.742,0.1255,0.0238,0.0,0.0001,0.0007,0.0038,0.0568
PRICES_CPI_05082020093140547 - CPI: 08 - Communication - ISR - M - Percentage change from previous period - Percentage,Trend,0.0004,0.0015,0.015,0.0027,0.0007,0.0056,0.0021,0.0067
PRICES_CPI_05082020093140547 - CPI: 08 - Communication - KOR - M - Percentage change from previous period - Percentage,Trend,0.0032,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0001
PRICES_CPI_05082020093140547 - CPI: 08 - Communication - LVA - M - Percentage change from previous period - Percentage,Trend,0.0176,0.0913,0.0427,0.0033,0.0004,0.0005,0.0015,0.0003
PRICES_CPI_05082020093140547 - CPI: 09 - Recreation and culture - BEL - M - Index - Index,Trend,0.0501,0.3136,0.0027,0.0001,0.0002,0.0141,0.062,0.0159
PRICES_CPI_05082020093140547 - CPI: 09 - Recreation and culture - BEL - M - National Index - Index,Trend,0.0502,0.3137,0.0027,0.0001,0.0002,0.0141,0.062,0.0159
PRICES_CPI_05082020093140547 - CPI: 09 - Recreation and culture - BEL - M - Percentage change from previous period - Percentage,Trend,0.0526,0.3515,0.052,0.0001,0.0,0.0015,0.0084,0.015
