Causing Variable (at timesteps 4)
Crude Oil WTI Futures Historical Data_Price
Crude Oil WTI Futures Historical Data_Open
Crude Oil WTI Futures Historical Data_High
Crude Oil WTI Futures Historical Data_Low
Crude Oil WTI Futures Historical Data_Change %
Brent Oil Futures Historical Data_Price
Brent Oil Futures Historical Data_Open
Brent Oil Futures Historical Data_High
Brent Oil Futures Historical Data_Low
Brent Oil Futures Historical Data_Change %
Dubai Crude Oil (Platts) Financial Futures Historical Data - Price_Price
Dubai Crude Oil (Platts) Financial Futures Historical Data - Price_Open
Dubai Crude Oil (Platts) Financial Futures Historical Data - Price_High
Dubai Crude Oil (Platts) Financial Futures Historical Data - Price_Low
Dubai Crude Oil (Platts) Financial Futures Historical Data - Price_Change %
DCOILBRENTEU_DCOILBRENTEU
Others - Naphtha_x
Others - Gasoline 92 unl
Others - Jet Kero
Others - Gasoil 500 ppm
Others - WTI 1st
Others - WTI 2nd
Others - WTI 3rd
Others - Dated Brent
Others - ICE Brent 1st
Others - ICE Brent 2nd
Others - ICE Brent 3rd
Others - DME Oman at Singapore MOC Mo01
Others - Oman
Others - Dubai 1st
Others - Dubai 2nd
Others - Dubai 3rd
Others - IFO 380 cST SG
Others - ICE Brent Asia Close 1st (ICE Brent at Singapore MOC Mo01)
Others - ICE Brent Asia Close 2nd
Others - Reuters Dubai Swap 1st (Asia Cls)
Others - Reuters Dubai Swap 2nd (Asia Cls)
Others - Average O/D
Others - Gasoil 10 ppm
Others - Naphtha_y
Others - GASOIL 10ppm
Others - JET KEROSENE
"KEI_05082020093546645 - 3 month interbank rate - CHE - M - Level, ratio or index - Percentage"
"KEI_05082020093546645 - 3 month interbank rate - CHL - M - Level, ratio or index - Percentage"
"KEI_05082020093546645 - 3 month interbank rate - RUS - M - Level, ratio or index - Percentage"
"KEI_05082020093546645 - Broad money, s.a. - JPN - M - Growth on the same period of the previous year - Percentage"
"KEI_05082020093546645 - Broad money, s.a. - USA - M - Growth previous period - Percentage"
"KEI_05082020093546645 - Construction, s.a. - CZE - M - Growth on the same period of the previous year - Percentage"
"KEI_05082020093546645 - Construction, s.a. - CZE - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Construction, s.a. - G-7 - M - Growth previous period - Percentage"
"KEI_05082020093546645 - Construction, s.a. - G-7 - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Construction, s.a. - PRT - M - Growth on the same period of the previous year - Percentage"
"KEI_05082020093546645 - Consumer confidence indicator, s.a. - COL - M - Level, ratio or index - Percentage"
"KEI_05082020093546645 - Consumer prices: all items - ESP - M - Level, ratio or index - Index"
KEI_05082020093546645 - Consumer prices: all items - G-20 - M - Growth previous period - Percentage
KEI_05082020093546645 - Consumer prices: all items - G-7 - M - Growth previous period - Percentage
KEI_05082020093546645 - Consumer prices: all items - ITA - M - Growth previous period - Percentage
"KEI_05082020093546645 - Consumer prices: all items - ITA - M - Level, ratio or index - Index"
KEI_05082020093546645 - Consumer prices: all items - JPN - M - Growth previous period - Percentage
"KEI_05082020093546645 - Consumer prices: all items - JPN - M - Level, ratio or index - Index"
KEI_05082020093546645 - Consumer prices: all items - KOR - M - Growth on the same period of the previous year - Percentage
KEI_05082020093546645 - Consumer prices: all items - KOR - M - Growth previous period - Percentage
KEI_05082020093546645 - Consumer prices: all items - LVA - M - Growth on the same period of the previous year - Percentage
KEI_05082020093546645 - Consumer prices: all items - OECD - M - Growth previous period - Percentage
"KEI_05082020093546645 - Consumer prices: all items - OECD - M - Level, ratio or index - Index"
KEI_05082020093546645 - Consumer prices: all items - OECDE - M - Growth previous period - Percentage
"KEI_05082020093546645 - Consumer prices: all items - OECDE - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Exports in goods, s.a. - BEL - M - Level, ratio or index - US Dollar"
"KEI_05082020093546645 - Exports in goods, s.a. - BRA - M - Growth previous period - Percentage"
"KEI_05082020093546645 - Exports in goods, s.a. - BRA - M - Level, ratio or index - US Dollar"
"KEI_05082020093546645 - Exports in goods, s.a. - DNK - M - Growth on the same period of the previous year - Percentage"
"KEI_05082020093546645 - Exports in goods, s.a. - EST - M - Growth on the same period of the previous year - Percentage"
"KEI_05082020093546645 - Exports in goods, s.a. - FRA - M - Growth previous period - Percentage"
"KEI_05082020093546645 - Exports in goods, s.a. - GBR - M - Growth previous period - Percentage"
"KEI_05082020093546645 - Exports in goods, s.a. - GBR - M - Level, ratio or index - US Dollar"
"KEI_05082020093546645 - Exports in goods, s.a. - IRL - M - Growth previous period - Percentage"
"KEI_05082020093546645 - Exports in goods, s.a. - ISL - M - Growth previous period - Percentage"
"KEI_05082020093546645 - Exports in goods, s.a. - ISL - M - Level, ratio or index - US Dollar"
"KEI_05082020093546645 - Exports in goods, s.a. - NOR - M - Level, ratio or index - US Dollar"
"KEI_05082020093546645 - Exports in goods, s.a. - ZAF - M - Growth previous period - Percentage"
"KEI_05082020093546645 - Exports in goods, s.a. - ZAF - M - Level, ratio or index - US Dollar"
"KEI_05082020093546645 - GDP (ratio to trend, smoothed) - CHE - M - Level, ratio or index - Index"
"KEI_05082020093546645 - GDP (ratio to trend, smoothed) - LUX - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Harmonised unemployment rate: all persons, s.a. - CZE - M - Level, ratio or index - Percentage"
"KEI_05082020093546645 - Harmonised unemployment rate: all persons, s.a. - ESP - M - Level, ratio or index - Percentage"
"KEI_05082020093546645 - Hourly earnings: manufacturing, s.a. - CAN - M - Growth previous period - Percentage"
"KEI_05082020093546645 - Hourly earnings: manufacturing, s.a. - CAN - M - Level, ratio or index - Index"
"KEI_05082020093546645 - Hourly earnings: manufacturing, s.a. - G-7 - M - Growth on the same period of the previous year - Percentage"
"KEI_05082020093546645 - Hourly earnings: manufacturing, s.a. - OECD - M - Growth on the same period of the previous year - Percentage"
