"Date","Price","Open","High","Low","Vol.","Change %"
"10/08/2019","57.91","57.91","57.91","57.91","","-0.53%"
"10/07/2019","58.22","58.22","58.22","58.22","","0.19%"
"10/04/2019","58.11","58.11","58.11","58.11","","1.15%"
"10/03/2019","57.45","57.45","57.45","57.45","","0.23%"
"10/02/2019","57.32","57.32","57.32","57.32","","-1.36%"
"10/01/2019","58.11","58.11","58.11","58.11","","-4.92%"
"09/30/2019","61.12","61.12","61.12","61.12","","0.05%"
"09/27/2019","61.09","61.09","61.09","61.09","","-0.11%"
"09/26/2019","61.16","61.16","61.16","61.16","","0.11%"
"09/25/2019","61.09","61.09","61.09","61.09","","-0.24%"
"09/24/2019","61.24","61.24","61.24","61.24","","-0.65%"
"09/23/2019","61.64","61.64","61.64","61.64","","0.21%"
"09/20/2019","61.51","61.51","61.51","61.51","","0.16%"
"09/19/2019","61.41","61.41","61.41","61.41","","0.46%"
"09/18/2019","61.13","61.13","61.13","61.13","","-0.31%"
"09/17/2019","61.32","61.32","61.32","61.32","","-2.85%"
"09/16/2019","63.12","63.12","63.12","63.12","","7.75%"
"09/13/2019","58.58","58.58","58.58","58.58","","-0.10%"
"09/12/2019","58.64","58.64","58.64","58.64","","-0.15%"
"09/11/2019","58.73","58.73","58.73","58.73","","-1.71%"
"09/10/2019","59.75","59.75","59.75","59.75","","-0.52%"
"09/09/2019","60.06","60.06","60.06","60.06","","1.28%"
"09/06/2019","59.30","59.30","59.30","59.30","","1.13%"
"09/05/2019","58.64","58.64","58.64","58.64","","0.07%"
"09/04/2019","58.60","58.60","58.60","58.60","","3.37%"
"09/03/2019","56.69","56.69","56.69","56.69","","-4.09%"
"08/30/2019","59.11","59.11","59.11","59.11","","0.03%"
"08/29/2019","59.09","59.09","59.09","59.09","","-0.03%"
"08/28/2019","59.11","59.11","59.11","59.11","","0.22%"
"08/27/2019","58.98","58.98","58.98","58.98","","0.19%"
"08/26/2019","58.87","58.87","58.87","58.87","","-0.32%"
"08/23/2019","59.06","59.06","59.06","59.06","","-0.35%"
"08/22/2019","59.27","59.27","59.27","59.27","","-0.05%"
"08/21/2019","59.30","59.30","59.30","59.30","","0.30%"
"08/20/2019","59.12","59.12","59.12","59.12","","0.32%"
"08/19/2019","58.93","58.93","58.93","58.93","","0.99%"
"08/16/2019","58.35","58.35","58.35","58.35","","0.45%"
"08/15/2019","58.09","58.09","58.09","58.09","","-1.06%"
"08/14/2019","58.71","58.71","58.71","58.71","","-2.20%"
"08/13/2019","60.03","60.03","60.03","60.03","","2.88%"
"08/12/2019","58.35","58.35","58.35","58.35","","0.07%"
"08/09/2019","58.31","58.31","58.31","58.31","","1.46%"
"08/08/2019","57.47","57.47","57.47","57.47","","1.90%"
"08/07/2019","56.40","56.40","56.40","56.40","","-3.21%"
"08/06/2019","58.27","58.27","58.27","58.27","","-1.00%"
"08/05/2019","58.86","58.86","58.86","58.86","","-2.81%"
"08/02/2019","60.56","60.56","60.56","60.56","","1.95%"
"08/01/2019","59.40","59.40","59.40","59.40","","-6.09%"
"07/31/2019","63.25","63.25","63.25","63.25","","0.03%"
"07/30/2019","63.23","63.23","63.23","63.23","","0.11%"
"07/29/2019","63.16","63.16","63.16","63.16","","-0.02%"
"07/26/2019","63.17","63.17","63.17","63.17","","0.05%"
"07/25/2019","63.14","63.14","63.14","63.14","","0.19%"
"07/24/2019","63.02","63.02","63.02","63.02","","-0.08%"
"07/23/2019","63.07","63.07","63.07","63.07","","0.19%"
"07/22/2019","62.95","62.95","62.95","62.95","","0.58%"
"07/19/2019","62.59","62.59","62.59","62.59","","0.45%"
"07/18/2019","62.31","62.31","62.31","62.31","","-0.86%"
"07/17/2019","62.85","62.85","62.85","62.85","","-0.54%"
"07/16/2019","63.19","63.19","63.19","63.19","","-1.74%"
"07/15/2019","64.31","64.31","64.31","64.31","","-0.20%"
"07/12/2019","64.44","64.44","64.44","64.44","","0.31%"
"07/11/2019","64.24","64.24","64.24","64.24","","-0.59%"
"07/10/2019","64.62","64.62","64.62","64.62","","2.95%"
"07/09/2019","62.77","62.77","62.77","62.77","","0.26%"
"07/08/2019","62.61","62.61","62.61","62.61","","0.13%"
"07/05/2019","62.53","62.53","62.53","62.53","","0.45%"
"07/03/2019","62.25","62.25","62.25","62.25","","2.02%"
"07/02/2019","61.02","61.02","61.02","61.02","","-3.43%"
"07/01/2019","63.19","63.19","63.19","63.19","","2.37%"
"06/27/2019","61.73","61.73","61.73","61.73","","-0.06%"
"06/26/2019","61.77","61.77","61.77","61.77","","0.23%"
"06/25/2019","61.63","61.63","61.63","61.63","","-0.02%"
"06/24/2019","61.64","61.64","61.64","61.64","","-0.28%"
"06/21/2019","61.81","61.81","61.81","61.81","","0.36%"
"06/20/2019","61.59","61.59","61.59","61.59","","1.55%"
"06/19/2019","60.65","60.65","60.65","60.65","","0.02%"
"06/18/2019","60.64","60.64","60.64","60.64","","1.17%"
"06/17/2019","59.94","59.94","59.94","59.94","","-1.04%"
"06/14/2019","60.57","60.57","60.57","60.57","","0.65%"
"06/13/2019","60.18","60.18","60.18","60.18","","1.36%"
"06/12/2019","59.37","59.37","59.37","59.37","","-2.58%"
"06/11/2019","60.94","60.94","60.94","60.94","","0.58%"
"06/10/2019","60.59","60.59","60.59","60.59","","-1.09%"
"06/07/2019","61.26","61.26","61.26","61.26","","2.36%"
"06/06/2019","59.85","59.85","59.85","59.85","","0.47%"
"06/05/2019","59.57","59.57","59.57","59.57","","-2.07%"
"06/04/2019","60.83","60.83","60.83","60.83","","0.71%"
"06/03/2019","60.40","60.40","60.40","60.40","","-12.94%"
"05/31/2019","69.38","69.38","69.38","69.38","","0.06%"
"05/30/2019","69.34","69.34","69.34","69.34","","-0.24%"
"05/29/2019","69.51","69.51","69.51","69.51","","-0.22%"
"05/28/2019","69.66","69.66","69.66","69.66","","0.33%"
"05/24/2019","69.43","69.43","69.43","69.43","","0.09%"
"05/23/2019","69.37","69.37","69.37","69.37","","-1.60%"
"05/22/2019","70.50","70.50","70.50","70.50","","-0.69%"
"05/21/2019","70.99","70.99","70.99","70.99","","0.11%"
"05/20/2019","70.91","70.91","70.91","70.91","","-0.14%"
"05/17/2019","71.01","71.01","71.01","71.01","","-0.20%"
"05/16/2019","71.15","71.15","71.15","71.15","","0.72%"
"05/15/2019","70.64","70.64","70.64","70.64","","0.34%"
"05/14/2019","70.40","70.40","70.40","70.40","","1.09%"
"05/13/2019","69.64","69.64","69.64","69.64","","-0.37%"
"05/10/2019","69.90","69.90","69.90","69.90","","0.30%"
"05/09/2019","69.69","69.69","69.69","69.69","","0.14%"
"05/08/2019","69.59","69.59","69.59","69.59","","0.26%"
"05/07/2019","69.41","69.41","69.41","69.41","","-1.63%"
"05/06/2019","70.56","70.56","70.56","70.56","","-0.11%"
"05/03/2019","70.64","70.64","70.64","70.64","","0.04%"
"05/02/2019","70.61","70.61","70.61","70.61","","-1.45%"
"05/01/2019","71.65","71.65","71.65","71.65","","0.99%"
"04/30/2019","70.95","70.95","70.95","70.95","","0.03%"
"04/29/2019","70.93","70.93","70.93","70.93","","-0.04%"
"04/26/2019","70.96","70.96","70.96","70.96","","-0.24%"
"04/25/2019","71.13","71.13","71.13","71.13","","-0.10%"
"04/24/2019","71.20","71.20","71.20","71.20","","0.14%"
"04/23/2019","71.10","71.10","71.10","71.10","","0.11%"
"04/22/2019","71.02","71.02","71.02","71.02","","0.92%"
"04/18/2019","70.37","70.37","70.37","70.37","","0.31%"
"04/17/2019","70.15","70.15","70.15","70.15","","-0.13%"
"04/16/2019","70.24","70.24","70.24","70.24","","0.59%"
"04/15/2019","69.83","69.83","69.83","69.83","","-0.21%"
"04/12/2019","69.98","69.98","69.98","69.98","","0.40%"
"04/11/2019","69.70","69.70","69.70","69.70","","-0.98%"
"04/10/2019","70.39","70.39","70.39","70.39","","1.05%"
"04/09/2019","69.66","69.66","69.66","69.66","","-0.61%"
"04/08/2019","70.09","70.09","70.09","70.09","","0.52%"
"04/05/2019","69.73","69.73","69.73","69.73","","1.09%"
"04/04/2019","68.98","68.98","68.98","68.98","","0.23%"
"04/03/2019","68.82","68.82","68.82","68.82","","-0.10%"
"04/02/2019","68.89","68.89","68.89","68.89","","0.63%"
"04/01/2019","68.46","68.46","68.46","68.46","","2.29%"
"03/29/2019","66.93","66.93","66.93","66.93","","0.06%"
"03/28/2019","66.89","66.89","66.89","66.89","","-0.04%"
"03/27/2019","66.92","66.92","66.92","66.92","","-0.07%"
"03/26/2019","66.97","66.97","66.97","66.97","","0.12%"
"03/25/2019","66.89","66.89","66.89","66.89","","-0.01%"
"03/22/2019","66.90","66.90","66.90","66.90","","-0.28%"
"03/21/2019","67.09","67.09","67.09","67.09","","-0.37%"
"03/20/2019","67.34","67.34","67.34","67.34","","0.43%"
"03/19/2019","67.05","67.05","67.05","67.05","","0.04%"
"03/18/2019","67.02","67.02","67.02","67.02","","0.22%"
"03/15/2019","66.87","66.87","66.87","66.87","","-0.10%"
"03/14/2019","66.94","66.94","66.94","66.94","","-0.36%"
"03/13/2019","67.18","67.18","67.18","67.18","","0.83%"
"03/12/2019","66.63","66.63","66.63","66.63","","0.06%"
"03/11/2019","66.59","66.59","66.59","66.59","","0.86%"
"03/08/2019","66.02","66.02","66.02","66.02","","-0.62%"
"03/07/2019","66.43","66.43","66.43","66.43","","0.45%"
"03/06/2019","66.13","66.13","66.13","66.13","","0.41%"
"03/05/2019","65.86","65.86","65.86","65.86","","0.38%"
"03/04/2019","65.61","65.61","65.61","65.61","","0.94%"
"03/01/2019","65.00","65.00","65.00","65.00","","0.65%"
"02/28/2019","64.58","64.58","64.58","64.58","","-0.03%"
"02/27/2019","64.60","64.60","64.60","64.60","","0.11%"
"02/26/2019","64.53","64.53","64.53","64.53","","0.05%"
"02/25/2019","64.50","64.50","64.50","64.50","","-0.65%"
"02/22/2019","64.92","64.92","64.92","64.92","","-0.02%"
"02/21/2019","64.93","64.93","64.93","64.93","","-0.03%"
"02/20/2019","64.95","64.95","64.95","64.95","","0.45%"
"02/19/2019","64.66","64.66","64.66","64.66","","-0.03%"
"02/15/2019","64.68","64.68","64.68","64.68","","0.97%"
"02/14/2019","64.06","64.06","64.06","64.06","","1.22%"
"02/13/2019","63.29","63.29","63.29","63.29","","1.25%"
"02/12/2019","62.51","62.51","62.51","62.51","","1.39%"
"02/11/2019","61.65","61.65","61.65","61.65","","-0.82%"
"02/08/2019","62.16","62.16","62.16","62.16","","0.60%"
"02/07/2019","61.79","61.79","61.79","61.79","","-1.47%"
"02/06/2019","62.71","62.71","62.71","62.71","","1.01%"
"02/05/2019","62.08","62.08","62.08","62.08","","-0.75%"
"02/04/2019","62.55","62.55","62.55","62.55","","-0.11%"
"02/01/2019","62.62","62.62","62.62","62.62","","5.99%"
"01/31/2019","59.08","59.08","59.08","59.08","","0.05%"
"01/30/2019","59.05","59.05","59.05","59.05","","0.00%"
"01/29/2019","59.05","59.05","59.05","59.05","","0.22%"
"01/28/2019","58.92","58.92","58.92","58.92","","-0.52%"
"01/25/2019","59.23","59.23","59.23","59.23","","0.12%"
"01/24/2019","59.16","59.16","59.16","59.16","","0.14%"
"01/23/2019","59.08","59.08","59.08","59.08","","-0.03%"
"01/22/2019","59.10","59.10","59.10","59.10","","-0.71%"
"01/18/2019","59.52","59.52","59.52","59.52","","1.12%"
"01/17/2019","58.86","58.86","58.86","58.86","","-0.02%"
"01/16/2019","58.87","58.87","58.87","58.87","","0.62%"
"01/15/2019","58.51","58.51","58.51","58.51","","1.51%"
"01/14/2019","57.64","57.64","57.64","57.64","","-1.27%"
"01/11/2019","58.38","58.38","58.38","58.38","","-1.20%"
"01/10/2019","59.09","59.09","59.09","59.09","","0.32%"
"01/09/2019","58.90","58.90","58.90","58.90","","3.57%"
"01/08/2019","56.87","56.87","56.87","56.87","","2.25%"
"01/07/2019","55.62","55.62","55.62","55.62","","0.27%"
"01/04/2019","55.47","55.47","55.47","55.47","","1.30%"
"01/03/2019","54.76","54.76","54.76","54.76","","1.61%"
"01/02/2019","53.89","53.89","53.89","53.89","","-5.98%"
"12/31/2018","57.32","57.32","57.32","57.32","","0.00%"
"12/28/2018","57.32","57.32","57.32","57.32","","0.07%"
"12/27/2018","57.28","57.28","57.28","57.28","","-0.24%"
"12/26/2018","57.42","57.42","57.42","57.42","","0.86%"
"12/24/2018","56.93","56.93","56.93","56.93","","-0.96%"
"12/21/2018","57.48","57.48","57.48","57.48","","-0.09%"
"12/20/2018","57.53","57.53","57.53","57.53","","-1.17%"
"12/19/2018","58.21","58.21","58.21","58.21","","0.50%"
"12/18/2018","57.92","57.92","57.92","57.92","","-2.06%"
"12/17/2018","59.14","59.14","59.14","59.14","","-0.35%"
"12/14/2018","59.35","59.35","59.35","59.35","","-0.95%"
"12/13/2018","59.92","59.92","59.92","59.92","","1.15%"
"12/12/2018","59.24","59.24","59.24","59.24","","0.17%"
"12/11/2018","59.14","59.14","59.14","59.14","","0.22%"
"12/10/2018","59.01","59.01","59.01","59.01","","-1.98%"
"12/07/2018","60.20","60.20","60.20","60.20","","1.67%"
"12/06/2018","59.21","59.21","59.21","59.21","","-2.07%"
"12/05/2018","60.46","60.46","60.46","60.46","","-0.97%"
"12/04/2018","61.05","61.05","61.05","61.05","","0.88%"
"12/03/2018","60.52","60.52","60.52","60.52","","-7.69%"
"11/30/2018","65.56","65.56","65.56","65.56","","-0.05%"
"11/29/2018","65.59","65.59","65.59","65.59","","0.11%"
"11/28/2018","65.52","65.52","65.52","65.52","","-0.11%"
"11/27/2018","65.59","65.59","65.59","65.59","","-0.06%"
"11/26/2018","65.63","65.63","65.63","65.63","","0.43%"
"11/23/2018","65.35","65.35","65.35","65.35","","-1.68%"
"11/21/2018","66.47","66.47","66.47","66.47","","0.62%"
"11/20/2018","66.06","66.06","66.06","66.06","","-2.39%"
"11/19/2018","67.68","67.68","67.68","67.68","","0.12%"
"11/16/2018","67.60","67.60","67.60","67.60","","0.07%"
"11/15/2018","67.55","67.55","67.55","67.55","","0.43%"
"11/14/2018","67.26","67.26","67.26","67.26","","0.52%"
"11/13/2018","66.91","66.91","66.91","66.91","","-4.15%"
"11/12/2018","69.81","69.81","69.81","69.81","","-0.01%"
"11/09/2018","69.82","69.82","69.82","69.82","","-0.23%"
"11/08/2018","69.98","69.98","69.98","69.98","","-1.52%"
"11/07/2018","71.06","71.06","71.06","71.06","","0.10%"
"11/06/2018","70.99","70.99","70.99","70.99","","-1.24%"
"11/05/2018","71.88","71.88","71.88","71.88","","0.48%"
"11/02/2018","71.54","71.54","71.54","71.54","","-0.03%"
"11/01/2018","71.56","71.56","71.56","71.56","","-9.86%"
"10/31/2018","79.39","79.39","79.39","79.39","","0.05%"
"10/30/2018","79.35","79.35","79.35","79.35","","-0.08%"
"10/29/2018","79.41","79.41","79.41","79.41","","-0.05%"
"10/26/2018","79.45","79.45","79.45","79.45","","0.09%"
"10/25/2018","79.38","79.38","79.38","79.38","","0.13%"
"10/24/2018","79.28","79.28","79.28","79.28","","-0.05%"
"10/23/2018","79.32","79.32","79.32","79.32","","-1.08%"
"10/22/2018","80.19","80.19","80.19","80.19","","0.14%"
"10/19/2018","80.08","80.08","80.08","80.08","","0.06%"
"10/18/2018","80.03","80.03","80.03","80.03","","-0.27%"
"10/17/2018","80.25","80.25","80.25","80.25","","-0.74%"
"10/16/2018","80.85","80.85","80.85","80.85","","0.57%"
"10/15/2018","80.39","80.39","80.39","80.39","","0.02%"
"10/12/2018","80.37","80.37","80.37","80.37","","0.22%"
"10/11/2018","80.19","80.19","80.19","80.19","","-2.03%"
"10/10/2018","81.85","81.85","81.85","81.85","","-1.69%"
"10/09/2018","83.26","83.26","83.26","83.26","","0.82%"
"10/08/2018","82.58","82.58","82.58","82.58","","-0.16%"
"10/05/2018","82.71","82.71","82.71","82.71","","-0.08%"
"10/04/2018","82.78","82.78","82.78","82.78","","-1.59%"
"10/03/2018","84.12","84.12","84.12","84.12","","1.77%"
"10/02/2018","82.66","82.66","82.66","82.66","","-0.19%"
"10/01/2018","82.82","82.82","82.82","82.82","","7.21%"
"09/28/2018","77.25","77.25","77.25","77.25","","0.04%"
"09/27/2018","77.22","77.22","77.22","77.22","","0.16%"
"09/26/2018","77.10","77.10","77.10","77.10","","-0.05%"
"09/25/2018","77.14","77.14","77.14","77.14","","0.16%"
"09/24/2018","77.02","77.02","77.02","77.02","","0.71%"
"09/21/2018","76.48","76.48","76.48","76.48","","0.05%"
"09/20/2018","76.44","76.44","76.44","76.44","","-0.27%"
"09/19/2018","76.65","76.65","76.65","76.65","","0.20%"
"09/18/2018","76.50","76.50","76.50","76.50","","0.58%"
"09/17/2018","76.06","76.06","76.06","76.06","","-0.09%"
"09/14/2018","76.13","76.13","76.13","76.13","","-0.12%"
"09/13/2018","76.22","76.22","76.22","76.22","","-1.14%"
"09/12/2018","77.10","77.10","77.10","77.10","","0.50%"
"09/11/2018","76.72","76.72","76.72","76.72","","1.54%"
"09/10/2018","75.56","75.56","75.56","75.56","","0.69%"
"09/07/2018","75.04","75.04","75.04","75.04","","0.47%"
"09/06/2018","74.69","74.69","74.69","74.69","","-1.11%"
"09/05/2018","75.53","75.53","75.53","75.53","","-1.14%"
"09/04/2018","76.40","76.40","76.40","76.40","","5.39%"
"08/31/2018","72.49","72.49","72.49","72.49","","-0.03%"
"08/30/2018","72.51","72.51","72.51","72.51","","0.03%"
"08/29/2018","72.49","72.49","72.49","72.49","","0.14%"
"08/28/2018","72.39","72.39","72.39","72.39","","-0.08%"
"08/27/2018","72.45","72.45","72.45","72.45","","0.08%"
"08/24/2018","72.39","72.39","72.39","72.39","","0.44%"
"08/23/2018","72.07","72.07","72.07","72.07","","0.01%"
"08/22/2018","72.06","72.06","72.06","72.06","","0.95%"
"08/21/2018","71.38","71.38","71.38","71.38","","0.28%"
"08/20/2018","71.18","71.18","71.18","71.18","","0.15%"
"08/17/2018","71.07","71.07","71.07","71.07","","0.27%"
"08/16/2018","70.88","70.88","70.88","70.88","","0.50%"
"08/15/2018","70.53","70.53","70.53","70.53","","-1.23%"
"08/14/2018","71.41","71.41","71.41","71.41","","-0.15%"
"08/13/2018","71.52","71.52","71.52","71.52","","-0.26%"
"08/10/2018","71.71","71.71","71.71","71.71","","0.80%"
"08/09/2018","71.14","71.14","71.14","71.14","","-0.21%"
"08/08/2018","71.29","71.29","71.29","71.29","","-2.22%"
"08/07/2018","72.91","72.91","72.91","72.91","","0.77%"
"08/06/2018","72.35","72.35","72.35","72.35","","0.64%"
"08/03/2018","71.89","71.89","71.89","71.89","","-0.43%"
"08/02/2018","72.20","72.20","72.20","72.20","","1.93%"
"08/01/2018","70.83","70.83","70.83","70.83","","-3.13%"
"07/31/2018","73.12","73.12","73.12","73.12","","-0.04%"
"07/30/2018","73.15","73.15","73.15","73.15","","0.01%"
"07/27/2018","73.14","73.14","73.14","73.14","","0.00%"
"07/26/2018","73.14","73.14","73.14","73.14","","0.18%"
"07/25/2018","73.01","73.01","73.01","73.01","","0.26%"
"07/24/2018","72.82","72.82","72.82","72.82","","0.21%"
"07/23/2018","72.67","72.67","72.67","72.67","","0.11%"
"07/20/2018","72.59","72.59","72.59","72.59","","0.21%"
"07/19/2018","72.44","72.44","72.44","72.44","","-0.39%"
"07/18/2018","72.72","72.72","72.72","72.72","","0.48%"
"07/17/2018","72.37","72.37","72.37","72.37","","0.50%"
"07/16/2018","72.01","72.01","72.01","72.01","","-2.45%"
"07/13/2018","73.82","73.82","73.82","73.82","","0.81%"
"07/12/2018","73.23","73.23","73.23","73.23","","1.22%"
"07/11/2018","72.35","72.35","72.35","72.35","","-4.46%"
"07/10/2018","75.73","75.73","75.73","75.73","","0.87%"
"07/09/2018","75.08","75.08","75.08","75.08","","1.12%"
"07/06/2018","74.25","74.25","74.25","74.25","","-0.38%"
"07/05/2018","74.53","74.53","74.53","74.53","","-0.47%"
"07/03/2018","74.88","74.88","74.88","74.88","","0.74%"
"07/02/2018","74.33","74.33","74.33","74.33","","1.01%"
"06/29/2018","73.59","73.59","73.59","73.59","","0.03%"
"06/28/2018","73.57","73.57","73.57","73.57","","-0.01%"
"06/27/2018","73.58","73.58","73.58","73.58","","0.19%"
"06/26/2018","73.44","73.44","73.44","73.44","","0.40%"
"06/25/2018","73.15","73.15","73.15","73.15","","-0.20%"
"06/22/2018","73.30","73.30","73.30","73.30","","0.92%"
"06/21/2018","72.63","72.63","72.63","72.63","","-0.53%"
"06/20/2018","73.02","73.02","73.02","73.02","","-0.23%"
"06/19/2018","73.19","73.19","73.19","73.19","","-0.41%"
"06/18/2018","73.49","73.49","73.49","73.49","","0.96%"
"06/15/2018","72.79","72.79","72.79","72.79","","-1.56%"
"06/14/2018","73.94","73.94","73.94","73.94","","-0.70%"
"06/13/2018","74.46","74.46","74.46","74.46","","0.66%"
"06/12/2018","73.97","73.97","73.97","73.97","","-0.54%"
"06/11/2018","74.37","74.37","74.37","74.37","","0.09%"
"06/08/2018","74.30","74.30","74.30","74.30","","-0.77%"
"06/07/2018","74.88","74.88","74.88","74.88","","1.99%"
"06/06/2018","73.42","73.42","73.42","73.42","","0.05%"
"06/05/2018","73.38","73.38","73.38","73.38","","0.31%"
"06/04/2018","73.15","73.15","73.15","73.15","","-1.30%"
"06/01/2018","74.11","74.11","74.11","74.11","","-0.40%"
"05/31/2018","74.41","74.41","74.41","74.41","","-0.04%"
"05/30/2018","74.44","74.44","74.44","74.44","","-0.19%"
"05/29/2018","74.58","74.58","74.58","74.58","","0.17%"
"05/25/2018","74.45","74.45","74.45","74.45","","-0.44%"
"05/24/2018","74.78","74.78","74.78","74.78","","-0.27%"
"05/23/2018","74.98","74.98","74.98","74.98","0.04K","0.09%"
"05/22/2018","74.91","74.91","74.91","74.91","0.02K","0.16%"
"05/21/2018","74.79","74.79","74.79","74.79","","0.46%"
"05/18/2018","74.45","74.45","74.45","74.45","","-0.29%"
"05/17/2018","74.67","74.67","74.67","74.67","","0.11%"
"05/16/2018","74.59","74.59","74.59","74.59","","0.74%"
"05/15/2018","74.04","74.04","74.04","74.04","","0.03%"
"05/14/2018","74.02","74.02","74.02","74.02","","0.73%"
"05/11/2018","73.48","73.48","73.48","73.48","","-0.27%"
"05/10/2018","73.68","73.68","73.68","73.68","","0.42%"
"05/09/2018","73.37","73.37","73.37","73.37","","2.29%"
"05/08/2018","71.73","71.73","71.73","71.73","","-1.51%"
"05/07/2018","72.83","72.83","72.83","72.83","","1.46%"
"05/04/2018","71.78","71.78","71.78","71.78","","1.51%"
"05/03/2018","70.71","70.71","70.71","70.71","","0.38%"
