Date,Price
10-Oct-19,53.57
11-Oct-19,54.76
14-Oct-19,53.57
15-Oct-19,52.81
16-Oct-19,53.42
17-Oct-19,53.89
18-Oct-19,53.75
21-Oct-19,53.28
22-Oct-19,54.21
23-Oct-19,55.9
24-Oct-19,56.11
25-Oct-19,56.52
28-Oct-19,55.6
29-Oct-19,55.34
30-Oct-19,54.85
31-Oct-19,54.02
1-Nov-19,56.04
4-Nov-19,56.33
5-Nov-19,57.04
6-Nov-19,56.15
7-Nov-19,56.91
8-Nov-19,57.02
12-Nov-19,56.67
13-Nov-19,56.88
14-Nov-19,56.57
15-Nov-19,57.54
18-Nov-19,56.82
19-Nov-19,54.93
20-Nov-19,56.71
21-Nov-19,58.36
22-Nov-19,57.68
25-Nov-19,57.79
26-Nov-19,58.25
27-Nov-19,58.12
29-Nov-19,58.12
2-Dec-19,55.97
3-Dec-19,56.15
4-Dec-19,58.46
5-Dec-19,58.42
6-Dec-19,59.2
9-Dec-19,58.99
10-Dec-19,59.22
11-Dec-19,58.74
12-Dec-19,59.18
13-Dec-19,60.11
16-Dec-19,60.21
17-Dec-19,60.88
18-Dec-19,60.93
19-Dec-19,61.3
20-Dec-19,60.43
23-Dec-19,60.51
24-Dec-19,61.17
26-Dec-19,61.72
27-Dec-19,61.76
30-Dec-19,61.66
31-Dec-19,61.14
2-Jan-20,61.17
3-Jan-20,63
